7	4	5717
8	4	8366
9	5	6689
10	5	6269
11	6	6699
12	6	6269
13	7	6700
14	7	6269
15	8	6269
16	8	6694
17	9	6269
18	9	6693
19	10	6688
20	10	6269
21	11	6696
22	11	6269
23	12	5292
24	12	6991
25	13	6269
26	13	6687
27	14	8370
28	14	5701
29	15	4019
30	15	7598
31	16	4019
35	18	3657
36	18	3997
37	19	10226
38	19	3996
39	20	7686
40	20	8118
41	21	6697
42	21	6269
43	22	9749
44	22	10638
46	23	5
47	24	1
48	24	5
49	25	32
50	25	5
51	26	3636
52	26	9749
53	27	8632
54	27	6269
55	28	6705
56	28	6269
57	29	6704
58	29	6269
59	30	6269
60	30	6703
61	31	6690
62	31	6269
63	32	6269
64	32	6702
65	33	6698
66	33	6269
67	34	6706
68	34	6269
69	35	6269
70	35	6686
72	36	6269
73	37	6701
74	37	6269
75	38	6401
76	38	6269
77	39	6635
78	39	11006
79	40	10560
80	40	10122
81	40	9835
82	40	118
83	41	11424
84	41	11390
85	42	9256
86	42	9017
87	42	9539
88	42	9585
93	45	9585
94	45	9539
95	46	9286
96	46	9748
97	47	8215
98	47	651
99	48	652
100	48	8215
101	49	10556
102	49	10282
103	50	3133
104	50	8215
105	51	5776
106	51	4045
107	52	8760
108	52	3973
109	53	4027
110	53	3989
111	54	9057
112	54	11394
113	55	9059
114	55	6527
115	56	11307
116	56	10075
117	57	9579
118	57	963
119	58	8832
120	58	9239
121	59	10451
122	59	10551
123	60	9057
124	60	9971
125	61	7297
126	61	9274
127	62	387
128	62	5408
129	63	10017
130	63	9383
131	64	8769
132	64	9383
133	65	9645
134	65	9383
135	66	9905
136	66	11269
137	67	11380
138	67	9468
139	68	9446
140	68	10472
141	69	9441
142	69	10471
143	70	10781
144	70	10919
145	71	9447
146	71	10829
147	72	10264
148	72	9610
149	73	9470
150	73	11397
151	74	11362
152	74	10631
153	75	11362
154	75	9516
155	76	10623
156	76	11397
157	77	10894
158	77	10933
159	78	10891
160	78	10969
161	79	10782
162	79	10407
163	80	10403
164	80	10632
165	81	10411
166	81	11133
167	82	10408
168	82	10662
169	83	10786
170	83	10415
171	84	10896
172	84	10940
173	85	11137
174	85	10404
175	86	9449
176	86	10454
177	87	10329
178	87	9453
179	88	10626
181	89	1702
182	89	1254
183	90	10707
184	90	1254
185	91	1254
186	91	1251
187	92	10716
188	92	1252
189	93	1243
190	93	1250
191	94	1242
192	94	10732
193	95	1260
194	95	9575
195	96	1241
196	96	10693
197	97	9918
198	97	1259
199	98	1694
200	98	1260
201	99	1242
202	99	1413
203	100	10027
204	100	1250
205	101	10027
206	101	1243
207	102	1242
208	102	996
209	103	1702
210	103	1251
211	104	9965
212	104	9852
213	105	9849
214	105	11075
215	106	11303
216	106	9868
217	107	9387
218	107	10308
219	108	9900
220	108	10817
221	109	10312
222	109	9891
223	110	10085
224	110	10316
225	111	10728
226	111	2469
228	112	9872
229	113	1253
230	113	10722
231	114	11190
232	114	10299
233	115	1241
234	115	9587
235	116	10715
236	116	1262
237	117	10240
238	117	1252
239	118	10682
240	118	1244
241	119	1259
242	119	10721
243	120	9141
244	120	1252
245	121	1696
246	121	1244
247	122	10238
248	122	1244
