id,questionresponse_id,match_id
1093,373980,66364
1094,373980,70351
1095,373980,69419
1096,373980,69473
8952,386933,69646
8980,384530,76120
1099,380491,68801
8981,384530,74412
1101,380420,71727
54838,421877,83362
9003,380663,69530
1104,380420,69782
9004,380663,66599
17684,394719,69356
1107,377662,68801
74838,361019,65246
1110,379644,70203
1111,379644,69436
1112,379644,69763
1113,379099,64621
1114,379099,65505
17850,394792,66353
1116,379099,64357
1117,379100,64621
1118,379100,65505
27487,388451,77529
1120,379100,64357
74839,361019,66002
1122,377364,72026
1123,379104,64621
1124,379104,65505
27488,388451,75299
1126,379104,64357
9046,372193,70621
27489,388451,75798
74840,361019,66049
74841,361019,64361
75979,440323,65872
168971,525363,92360
7744,384582,65255
1130,379019,64621
1131,379019,65505
1132,379019,64637
1133,379019,64357
1134,358888,65467
98434,462243,81796
1136,358888,63846
1137,358888,64711
1138,362075,65992
1139,362075,66008
1140,362075,66050
1141,362075,65328
1142,375864,67834
1143,375864,67601
1144,375864,64975
25438,389593,72199
1146,375902,67834
1147,375902,67601
1148,375902,64975
1149,375902,66717
1150,374710,67834
1151,374710,67601
1152,374710,64975
52166,421149,80873
7745,384582,77030
1155,378833,63518
1156,378833,63831
16312,389565,72957
1158,378833,64040
1159,379549,70339
7747,384582,74295
1161,380087,65872
71934,430834,69248
25439,389593,70580
1164,380087,69644
1165,376602,66701
1166,376602,66684
1167,376602,68132
1168,376602,70044
1169,369012,65872
71935,430834,73526
98435,462243,82980
1172,369012,69644
1173,375555,66701
1174,375555,66684
1175,375555,68132
1176,375555,70044
1177,375739,66700
53326,421254,82459
71937,430834,77022
36581,407226,75732
1181,377474,70339
98436,462243,83849
98437,462243,83257
1184,374760,67610
1185,374760,64920
1186,374760,66875
1187,365370,65872
54341,414208,79132
54839,421877,81692
1190,365370,69644
36991,394033,74413
72694,437872,78417
16314,389565,76124
1194,373357,66676
8115,388324,70431
1196,380757,66939
1197,365402,65872
8116,388324,76798
36992,394033,74072
1200,365402,69644
36993,394033,73631
1202,373297,66843
1203,373297,66691
1204,373297,66806
16315,389565,74384
1206,380702,66939
26330,398128,78196
26331,398128,78002
1209,375746,70031
73476,430206,73329
26332,398128,74590
26333,398128,77939
1213,375402,68132
8118,388324,77480
8226,383852,75156
1216,380688,66939
1217,367303,65872
26627,399402,77656
55310,414234,81306
1220,367303,69644
1221,372239,65872
73477,430206,69968
73478,430206,74057
1224,372239,69644
37377,398929,76279
1226,380618,66939
1227,377547,68126
1228,377547,66754
1229,377547,66712
1230,377547,70035
1231,376005,68126
1232,376005,66754
1233,376005,66712
1234,376005,70035
73479,430206,73563
8354,384519,69747
1237,380581,66939
1238,375553,68126
1239,375553,66754
1240,375553,66712
1241,375553,70035
1242,378167,68126
1243,378167,66754
1244,378167,66712
56180,418528,74640
56181,418528,80094
168972,525363,91886
27753,396660,76782
16924,375936,66782
74842,427597,66705
1251,367495,64825
1252,367495,65869
74843,427597,68118
28037,400170,78963
16925,375936,66719
37742,387506,78076
57541,399848,74440
1258,369242,70031
74844,427597,66842
74845,427597,67636
1261,380832,70394
16926,375936,64984
1264,373406,70122
1265,373406,67947
1266,373406,71525
8468,388078,70353
38433,384595,74408
38722,409691,76360
38723,409691,74392
16927,375936,64924
38724,409691,76568
1273,359304,72998
8470,388078,69388
1275,371487,66566
1276,371487,66422
39008,403618,73003
17321,362962,69530
8471,388078,69670
1280,372741,66700
17322,362962,66599
1284,368903,66700
39010,403618,74807
1287,368903,68125
1288,368228,66700
1291,368228,68125
1293,379489,64715
1294,379489,63860
1295,379489,65317
1296,378512,66700
17513,392002,76765
17514,392002,72758
8673,384522,73545
1300,376582,66700
1303,376582,68125
1304,368185,67034
1305,368185,68138
1307,368185,67166
1308,380529,67034
1309,380529,68138
8675,384522,72920
1311,380529,67166
1312,375052,63677
8676,384522,74843
17851,387782,70280
17852,387782,69668
39442,410569,77024
17854,387782,66371
39443,410569,73522
39444,410569,73847
18121,370771,64594
18123,370771,64654
1313,375052,64171
1314,375052,63718
1315,375052,63682
1316,379165,66596
1317,379165,64766
52167,410377,66612
52168,410377,68245
1320,379080,64631
1321,379080,64753
1322,379080,64646
1323,379080,64279
71938,438159,82687
1325,381031,66814
52169,410377,68447
52170,410377,69982
98438,451802,85596
36584,408672,77543
1330,375111,67124
1331,375111,67224
25442,388015,73505
1333,380164,70824
1334,380164,67198
1335,380164,67091
1336,380164,67732
1337,378299,66594
1338,378299,65331
1339,378299,65396
1340,378299,66057
1341,377602,66594
1342,377602,65331
16080,388488,77294
1344,377602,66057
1345,375338,66182
1346,375338,67722
1347,375338,69658
1348,375338,69846
7882,386253,72087
98439,451802,84470
1351,380354,67127
1352,380950,67206
1353,380950,67724
1354,380950,67084
7883,386253,78173
1356,375139,67082
1357,375139,67214
1358,375139,67730
1359,375597,70365
36585,408672,75810
16316,382311,73986
8005,385243,75199
1363,381063,66175
25444,388015,72157
52763,417135,81376
1366,381063,66404
1367,375294,66175
8119,384798,71867
52764,417135,73762
1370,375294,66404
1371,379398,67971
1372,379398,69577
1373,379398,66803
1374,379398,70146
36587,408672,74182
25768,396220,71221
1377,380299,69262
1378,380299,69356
1379,380299,70489
52765,417135,80027
8231,368721,70496
8232,368721,67518
1383,372254,65877
1384,372254,65961
1385,372254,69630
1386,372254,65753
1387,381080,69479
1388,381080,68319
1389,381080,65881
1390,381080,65765
1391,369251,66954
8233,368721,69128
37380,408645,77035
1394,369251,67353
1395,376969,68408
1396,376969,69337
1397,376969,69407
1398,376969,67964
1399,377635,69490
1400,377635,69563
52766,417135,81190
1402,377635,69513
8357,388481,73417
1404,377691,68436
1405,377691,68782
1406,377691,66857
8358,388481,72879
71939,438159,81055
1409,377665,68907
1410,377665,69822
1411,377665,68797
1412,380326,68686
1413,380326,67792
1414,380326,68846
1415,380326,69869
1416,380768,68686
1417,380768,67792
1418,380768,68846
1419,380768,69869
1420,380392,69081
16319,382311,71668
1422,378240,70332
1423,378240,68244
1424,378240,68089
168973,525363,91796
1426,377462,68245
170162,522313,91337
71941,438159,80898
25769,396220,72208
1430,381004,71518
1431,381004,71041
72695,426643,80791
26065,387183,71779
1434,373137,71518
1435,373137,71041
132279,488206,89318
1437,379789,68103
8474,364399,67043
1439,379789,69689
1440,379789,67423
8586,388819,77345
1442,379752,68688
72697,426643,80204
1444,379752,69416
1445,378229,68084
16721,393446,68782
1447,378229,70195
1448,378229,70173
1449,363638,67635
16722,393446,66857
72698,426643,81575
26632,396864,76433
1453,377476,67712
1454,377476,70101
1455,377476,68550
16928,370273,67687
1457,376091,68724
1458,377090,68084
1459,377090,68058
1460,377090,70195
1461,377090,70173
1462,381115,70188
1463,381115,67441
1464,381115,66858
1465,381115,68914
1466,381078,69536
1467,381078,69485
73480,433561,82201
26633,396864,76414
8677,386270,74741
1471,380460,68736
1472,380460,68056
1473,380460,65870
73481,433561,79482
1475,377465,68736
1476,377465,68056
1477,377465,65870
8679,386270,73060
26956,394563,75241
8746,388323,77757
8747,388323,74443
1482,380244,68768
8748,388323,77464
1484,380238,69536
1485,380238,69485
1486,380238,69441
8749,388323,78085
38098,408044,65872
1489,372602,67097
73482,433561,80618
1492,378133,66458
1494,378133,69056
38101,408044,69644
1496,372368,66458
1498,372368,69056
1501,380772,70254
1503,380772,66510
25446,383801,69569
25770,398968,73469
1506,372078,68061
1507,372078,70335
7750,385394,72007
1509,381085,69321
7751,385394,74360
1511,381085,68018
1512,381085,68095
1513,363940,63692
1514,363940,63690
132280,488206,88440
1516,363940,63651
1517,378814,69034
1518,378814,70334
1519,378814,70165
7884,382814,71346
1521,377641,69034
1522,377641,70334
1523,377641,70165
7885,382814,76758
25771,398968,73653
7886,382814,70932
35824,403946,68297
1528,368840,69693
1529,377065,69034
1530,377065,70334
1531,377065,70165
71942,420845,69248
1533,363943,63969
1534,363943,63950
1535,363943,63629
1536,363943,63688
1537,367972,63969
1538,367972,63950
1539,367972,63629
1540,367972,63688
1541,380153,68307
133378,478674,90180
1543,380153,70022
25772,398968,77011
98443,454464,86192
1546,372402,69770
1547,372402,69520
1548,372402,70184
1549,375522,69918
35825,403946,64522
1551,375522,69520
1552,375522,70184
1553,378832,69918
1554,378832,69770
1555,378832,69520
1556,378832,70184
1557,380793,68206
1558,380793,68451
16320,393981,76510
1560,380793,68252
1561,380491,68106
1562,378231,67819
8008,384699,74987
1564,378231,69946
1565,378231,66864
1566,372812,69303
16321,393981,71581
1568,372812,68093
1569,372812,66579
16322,393981,75240
8120,388401,70431
1572,380279,68837
1573,380279,66704
8121,388401,76798
25773,398968,71194
52767,411341,74477
1577,365821,68775
71943,420845,73526
133379,478674,79376
1580,373575,69537
1581,373575,68024
1582,379875,69303
1583,379875,68368
1584,379875,68093
1585,379875,66579
1586,375464,69303
1587,375464,68368
1588,375464,68093
1589,375464,66579
1590,379650,70198
1591,379650,67761
1592,379650,67973
26067,398118,72983
1594,370486,66800
1595,370486,67282
1596,370486,66605
1597,370486,65589
1598,364387,66800
1599,364387,67282
1600,364387,66605
1601,364387,65589
1602,380790,68256
1603,380790,70016
1604,380790,69320
1605,380790,69522
133380,478674,89052
133381,478674,90583
16724,392664,78708
1609,366498,68307
8236,385589,70432
1611,366498,70022
1612,366498,68554
1613,377559,65761
1614,377559,68559
1615,377559,70067
35827,403946,69359
1617,380520,68815
1618,380520,67439
26635,385669,73431
1620,380520,68913
26636,385669,76991
53330,393139,75375
26638,385669,76173
1624,367211,68069
16725,392664,77091
1626,376877,68209
1627,376877,69540
1628,376877,66674
1629,372416,70200
71945,420845,77022
1631,372416,68683
1632,372416,68674
1633,380190,68780
1634,380190,68201
1635,380190,67909
1636,380190,70396
26957,394563,71668
1638,380520,68848
1639,381186,68815
1640,381186,68848
1641,381186,68913
1642,381186,67439
1643,380147,68815
1644,380147,68848
