id,questionresponse_id,match_id
8940,387762,66183
8971,383107,75431
8991,384512,69530
8992,384512,66599
9023,387211,74275
9024,387211,71850
9025,387211,75995
9041,385606,74275
9042,385606,71850
9043,385606,75995
9052,386026,76875
9059,388821,78067
9065,389229,76158
9066,389229,72929
9077,389198,77755
16174,379620,65992
16175,379620,65494
9080,389198,75915
9081,387985,78642
9082,387985,78686
16176,379620,65328
9084,387985,78450
25542,387152,74355
16418,390054,76027
98522,358885,65246
25544,387152,78023
35913,405806,78037
16421,390054,75319
9091,388618,73433
25874,392200,77296
9093,388686,74018
25875,392200,71619
98523,358885,66002
9096,389427,77662
35915,405806,72257
16814,387580,72913
98524,358885,66049
9100,388043,78196
98525,358885,64361
132357,489331,84494
16817,387580,73155
17029,392717,71498
17030,392717,67938
17031,392717,68942
35916,405806,74819
9108,383881,72619
72791,436803,71323
132358,489331,84558
54407,416159,73280
36293,405959,74414
9113,389109,76882
9114,389109,74741
36294,405959,73632
9116,389109,73060
9117,389268,73687
9118,388406,77459
9119,388406,74941
9120,388406,76879
36678,402703,66412
9122,389066,72906
36679,402703,72592
54408,416159,71985
9125,389066,77657
9126,386286,77463
9127,388303,77851
36680,402703,76993
36681,402703,71009
9130,388303,72877
9131,386270,76882
9132,389065,78128
37076,408602,78048
17399,381322,74397
9135,389065,72260
54409,416159,73279
9137,385083,77807
9138,385083,72719
9139,385083,75611
54410,416159,73495
17762,393292,66455
9142,386255,75168
9143,386255,73069
9144,386255,72947
132359,489331,85257
9146,387027,78211
169025,482336,87171
9148,387027,77803
9149,387027,78202
37078,408602,71007
9151,388672,73648
73540,436882,73448
9153,388672,76231
9154,388672,78131
9155,387005,75057
17764,393292,70092
9157,387005,76151
17765,393292,67049
133448,490736,88738
9160,387335,70419
37451,406213,78468
73542,436882,71538
9163,388651,73648
9164,388651,72965
9165,388651,76231
9166,388651,78131
37452,406213,67535
37453,406213,76453
101351,464698,84202
133450,490736,88043
17913,393432,71456
17914,393432,75330
9174,389100,72260
170199,513379,92202
9176,389075,78010
9177,389075,73319
27027,387607,78489
9179,386658,75937
27287,389041,66126
134492,489153,88748
9182,386658,77528
9183,385473,75763
9184,386328,77852
9185,386328,74620
27833,401326,69004
9187,386328,70412
9188,388286,72957
37810,402527,71986
18032,393264,75467
9191,388286,76124
9192,387036,75168
9193,387036,73069
9194,387036,72947
102146,461914,84842
9196,388280,74731
9197,388280,76138
73543,436882,77915
9199,388280,76701
9200,388267,74731
9201,388267,76138
27834,401326,69875
9203,388267,76701
18034,393264,75141
27835,401326,69438
9206,383214,77708
9207,383214,77819
55784,425085,74677
27836,401326,69666
103452,447705,81959
74266,438654,80898
18171,384241,73432
18272,358348,65235
74267,438654,82687
18489,386350,72847
38165,404277,71237
74268,438654,81055
28099,392246,73361
28312,401120,68367
74892,426841,81164
9222,389514,78067
9223,389514,75666
9224,388322,77459
9225,388322,74941
9226,388322,76879
28313,401120,67448
38478,408455,73632
28314,401120,65728
28315,401120,69075
9233,382999,77708
9234,382999,77819
38479,408455,74414
103453,447705,81377
28682,398246,78072
9238,389513,72864
9239,389513,76871
28839,393611,72307
18649,385751,72535
9242,383777,68449
9243,383777,66030
9244,382774,76830
103454,447705,80087
28983,397072,74246
38754,408616,71448
29136,393382,77756
9249,385749,71162
9250,385749,76337
9251,385749,76068
18718,394469,72812
104006,467221,78262
9254,388193,78067
9255,388193,75666
39028,406815,75713
29138,393382,73558
9258,383926,70388
56205,425549,76391
18719,394469,75740
9264,386516,78067
9265,386516,75666
18799,369289,66855
9266,385894,73232
25546,399550,65151
35917,383230,78037
132361,490764,90858
9270,383884,73232
9271,383884,75038
99566,446516,68637
36296,402207,72031
16178,393963,73542
16179,393963,75302
72028,432398,74584
25547,399550,64740
9278,386631,74731
9279,386631,76138
72029,432398,75710
9281,386631,76701
9282,388182,74130
25548,399550,64370
9284,388182,74030
16181,393963,74713
9286,383866,74139
9287,386580,74731
9288,386580,76138
16422,393941,72452
25549,399550,65504
9291,385919,73441
72030,432398,76340
25876,393676,71746
9294,389511,76800
53406,418093,82686
9296,389511,74335
9297,389511,72299
9298,389470,76800
53883,412452,76488
9300,389470,74335
9301,389470,72299
9302,389483,76800
36682,408563,73453
9304,389483,74335
9305,389483,72299
36683,408563,74824
36684,408563,76031
53884,412452,77558
26737,385263,73421
9310,388213,77525
26738,385263,75610
9312,388213,78288
26739,385263,71208
9314,376853,64232
72793,411682,75708
169027,522128,93645
9317,389610,73520
36685,408563,71019
16820,383187,71714
72794,411682,75300
9321,382328,73974
9322,389604,77525
37081,407201,70570
72795,411682,73398
72796,411682,76051
9326,389139,78554
16821,383187,71231
27288,384416,74478
9329,389139,77085
27289,384416,77871
9331,388855,72818
54411,422754,73982
54412,422754,74067
27290,384416,78253
17033,384801,73546
27560,383058,74949
73544,436146,77163
132363,490764,91093
37083,407201,70861
73545,436146,77924
9341,383077,73974
99569,446516,82316
73546,436146,76361
37814,388162,72284
55788,420523,69359
27839,375992,66763
9347,380844,64234
73547,436146,71903
27840,375992,67619
9350,382913,67600
9351,382913,64991
9352,387906,74110
9353,387906,76509
9354,387906,71104
37816,388162,76295
55789,420523,67977
9357,389599,72167
9358,389599,72944
9359,389599,70568
55790,420523,64522
38481,401163,73465
9362,386528,71323
38482,401163,70794
38483,401163,75000
38484,401163,73140
38755,385256,73930
9367,388477,73316
9368,376305,69918
28316,399788,78473
9370,376305,69520
56208,415095,67819
28317,399788,77942
28526,401077,80226
28527,401077,80045
56210,415095,69946
28840,396898,77576
56211,415095,66864
9379,386982,74607
56624,425042,76039
9381,386982,72617
9382,386982,72031
28985,402278,71449
9384,388364,75376
9385,388364,73796
9386,388364,76693
100512,455541,85520
170200,513379,91593
9389,384128,68696
9390,384128,70700
9391,373158,64256
134493,492669,87204
9393,373158,64235
18038,376525,70024
170201,513379,91669
56977,426173,78921
134495,492669,83350
170202,513379,91716
9399,389412,78686
136389,428454,82325
57546,425721,78297
57547,425721,70792
29141,398949,73467
57548,425721,74255
39030,406815,73617
57549,425721,74505
29361,401300,71338
57815,422456,77917
58043,392108,74928
18490,392731,79218
9412,388245,73266
9413,388245,73418
18491,392731,79363
58044,392108,77119
9416,383939,69590
9417,383939,67099
29521,398871,69314
18580,358563,65351
9420,388278,72328
9421,388278,72302
58045,392108,75582
18581,358563,64292
9425,388614,77846
18582,358563,65576
18583,358563,65370
29522,398871,70007
9430,386331,75092
18654,367162,65363
9433,388033,72328
9434,388033,72302
9435,388033,75092
9437,387462,72328
9438,387462,72302
9439,387462,75092
9441,388301,72298
29523,398871,69990
9444,388301,76883
9446,389613,73664
9447,389613,69256
18655,367162,65686
9451,377947,70094
29524,398871,69916
18832,391165,77768
18833,391165,77654
29579,390041,76247
18863,389164,75223
29580,390041,74415
18882,387716,67016
29634,402162,74880
29636,402162,71298
9452,377947,68786
35919,399377,75170
16182,367920,65992
9455,387194,72302
9456,387194,75092
35920,399377,66263
16183,367920,65494
16184,367920,65328
52270,420266,72939
72031,401474,75332
52272,420266,74121
52273,420266,70879
35921,399377,71774
132365,466676,83255
72033,401474,71780
9467,388097,72328
9468,388097,72302
9469,388097,75092
36299,408069,72177
36300,408069,74305
9472,385652,69245
9473,385652,73852
9474,385652,73519
9475,385584,73441
9476,388406,74366
133453,428751,88179
16615,390888,76466
9479,386053,77591
134496,484589,90233
53409,417097,74706
99570,456146,72310
9484,389118,71531
72797,438214,70063
9486,368705,70073
26741,389308,77128
9488,368705,68609
9489,368705,70531
17037,392502,67540
17038,392502,78001
17039,392502,77139
9493,383182,71219
9494,383182,74526
9495,383182,70564
36302,408069,74521
26743,389308,74989
26744,389308,75146
134497,484589,87940
9500,379849,67510
37084,404320,78462
9502,379849,66517
9503,379849,69741
37085,404320,74522
53887,414913,77554
9507,388947,77647
9508,388947,78171
9509,388915,75207
9510,388915,69747
27561,383566,74108
9512,388915,77776
72798,438214,77498
17225,380099,69633
37087,404320,79008
17591,388917,70789
27564,383566,71702
37455,402174,70046
9519,385229,70401
9520,385229,73518
54886,418695,81782
136390,435807,83421
37818,388254,72284
136391,435807,81328
9525,388735,70236
9526,388735,71204
9527,388735,73828
9528,388735,73441
9529,384029,67101
37820,388254,76295
9531,384029,70104
55352,423651,65073
9533,388719,77749
9534,374661,68690
9535,374661,69772
9536,374661,69427
72799,438214,76193
38486,408302,70950
27843,397354,76500
18041,388847,71783
72800,438214,72822
171156,515752,93273
100514,455541,84416
9545,389766,76892
28101,401532,77429
9547,389766,78129
9548,389766,72869
38488,408302,73133
9550,383852,78089
18042,388847,74947
38758,409404,73119
136393,435807,84970
9554,389736,73846
9555,389736,77082
73550,439504,81030
38759,409404,78745
9558,387431,77786
38760,409404,73017
9560,387431,69745
18174,384117,73432
38761,409404,71544
9563,388853,77786
55791,420058,81402
9565,388853,69745
39248,399191,72424
28103,401532,77366
39249,399191,74164
171157,515752,94341
138095,492053,89481
138784,489031,83746
39251,399191,73712
74894,437138,79487
9575,384725,66877
9576,384725,65834
138785,489031,86187
138786,489031,80147
55794,420058,79617
139398,475752,90344
139399,475752,88108
39453,380365,66175
56213,425396,75972
39640,399431,78341
56214,425396,75702
28988,388321,74104
139400,475752,87288
29144,390349,71370
29145,390349,71468
76010,438848,74619
39925,403076,76405
9592,384564,72784
102148,455299,86537
56978,420481,75511
56979,420481,82147
9599,389823,71750
29275,396665,71381
9601,389823,77655
56980,420481,81548
29362,401229,74110
29363,401229,76509
29364,401229,71104
56981,420481,82290
9608,367201,67529
9609,379979,67510
29365,401229,71338
9611,379979,66517
9612,379979,69741
102853,464615,73757
102854,464615,79972
57551,423651,81363
9616,386564,72593
9617,386564,72750
9618,386564,77175
9619,386564,71030
102855,464615,81953
9621,388941,77654
9622,388941,77768
29449,375989,68820
103455,466484,73763
103456,466484,79535
29450,375989,67429
9629,387490,77654
9630,387490,77768
29451,375989,66564
18767,392384,77429
9633,386350,64347
18768,392384,77673
18769,392384,76915
29452,375989,68673
29526,399871,78648
9642,383119,74526
9643,383119,70564
18883,361878,66121
18885,361878,65204
29528,399871,78448
29582,398724,71549
9644,386448,77654
9645,386448,77768
25553,384527,76237
52274,422756,80310
25880,392972,78813
25881,392972,68975
16429,387950,78457
26147,398066,75945
26425,399430,72186
16617,382596,69746
9655,389818,76519
72036,411269,75888
35923,403918,75011
26426,399430,74459
16823,384544,73155
9660,384587,77958
35924,403918,75689
26427,399430,77896
9663,384587,77437
17226,390348,71792
9665,387158,76368
9666,387158,71560
9667,387158,76988
9668,387158,72964
9669,388890,64347
35925,403918,78163
17227,390348,71657
9672,388890,74529
72037,411269,72733
9674,383327,68897
52863,419253,79376
9676,383327,67442
98530,459658,83857
26428,399430,74005
26746,395221,75610
36303,401622,70665
72801,410174,75708
9683,387254,72784
36304,401622,68367
26748,395221,74988
9687,387686,66937
9688,389886,72865
36305,401622,67448
17593,389717,76665
9691,389886,75922
9692,388999,78642
9693,388999,78686
72802,410174,75300
9695,388999,78450
9696,388417,76686
9697,388417,70417
9698,388417,72901
17595,389717,73568
72803,410174,73398
17768,383732,72310
27031,378945,70092
36306,401622,65728
9704,388658,76686
9705,388658,70417
9706,388658,72901
17771,383732,77508
27565,400162,77529
9709,388681,76686
9710,388681,70417
9711,388681,72901
54887,424105,78763
9713,385422,71308
36688,405228,74342
36689,405228,73316
9716,385422,74376
9717,384607,72870
9718,383466,75665
36690,405228,75780
9720,379312,65302
9721,379312,64792
9722,379312,64378
9723,388394,72298
72804,410174,76051
134498,484408,88748
9726,388394,76883
18044,382660,73267
9728,384955,71428
54889,424105,79620
9730,384955,78417
18177,390825,78383
9732,389937,76884
9733,389937,72933
18275,388586,75057
18382,385813,73465
9737,385411,77078
9738,389946,67417
18383,385813,70794
9740,389946,69329
9741,389946,66937
27567,400162,75798
55355,416140,80985
73552,431221,76584
9745,388565,67105
9746,388565,70621
55356,416140,82648
9748,387869,71210
9749,387869,70923
37091,397382,70921
28106,400444,77364
9752,382513,72215
18385,385813,73140
37456,407559,70046
9755,384136,71641
9756,384136,71343
55357,416140,79139
9758,384136,76848
28107,400444,77849
55358,416140,82304
18497,388230,77533
9762,388707,73654
73553,431221,72633
18588,383859,74071
9765,383964,77685
28319,400715,77874
55795,377946,68771
9768,384294,71641
9769,384294,71343
9770,384294,71074
9771,384294,76848
55796,377946,66734
37457,407559,69790
18661,389986,68824
9775,384932,69968
55797,377946,69645
9777,384932,73563
9778,388652,71641
28321,400715,70806
9780,388652,71074
9781,388652,76848
9782,386773,77627
18662,389986,72599
9785,386773,77655
9786,390020,77685
37459,407559,68904
28529,401097,80226
28530,401097,80045
18727,392157,75708
18771,394854,76271
56216,419460,76594
37821,392635,74437
28689,400979,76473
18774,394854,72501
9796,380831,67105
9797,380831,70621
9798,383371,76735
28690,400979,72924
18803,395157,74568
56217,419460,75124
9802,383344,72278
18805,395157,75098
37822,392635,73555
37823,392635,76810
56218,419460,76715
73554,431221,76653
73555,431221,71234
100516,461441,76912
9810,383766,74057
100517,461441,76963
100518,461441,72714
29148,395804,77756
100519,461441,73053
101356,463588,79892
9816,384598,70416
9818,384598,74927
136394,486779,80484
136395,486779,74702
136396,486779,82689
29150,395804,73558
9825,390021,67105
9826,390021,70621
29279,396147,71381
18899,392478,72784
18906,380576,67067
18917,387650,66987
29529,383104,75058
29530,383104,73252
29531,383104,66203
72039,431717,77097
25555,387400,73809
35927,404982,78913
9833,384976,71641
35928,404982,76354
9835,384976,71074
9836,384976,76848
9837,389345,72298
132367,481871,83511
52279,375228,68665
9840,389345,76883
9841,389817,69753
9842,389817,78449
9843,389817,72789
72041,431717,73355
53412,421762,77956
26150,395104,76645
26151,395104,75211
35929,404982,78537
26429,388992,72236
9850,389002,73127
132368,481871,82481
35930,404982,76950
9853,383653,73329
9854,383653,69968
53413,421762,68746
9856,383653,73563
9857,388397,72298
72042,431717,75705
9859,388397,77857
9860,388397,76883
53414,421762,77230
53415,421762,75471
132369,481871,82150
27293,395447,77254
53889,422661,80839
9866,388810,77467
9867,388810,72857
9868,388810,74428
9869,388975,72411
132370,481871,82665
16432,390398,71621
16433,390398,72297
36309,401854,67448
169030,521987,93645
9875,388917,72270
72805,439049,81400
36691,400399,75563
134499,451026,87834
53891,422661,73131
9880,389578,76842
134500,451026,86039
36693,400399,73989
9883,384571,77559
16620,390546,78695
53892,422661,71805
9886,383839,73329
9887,383839,69968
54417,394637,72355
9889,383839,73563
135491,486772,87891
9891,386108,71982
9892,386108,72389
9893,386108,76169
9894,386108,73896
9895,383305,75993
9896,388387,72298
72806,439049,73859
27572,401119,73764
9899,388387,76883
27846,401014,70360
9901,372624,70221
9902,372624,71830
27847,401014,69851
27848,401014,69381
27849,401014,69897
72807,439049,82699
16622,390546,76298
72808,439049,68485
37093,399688,70570
16623,390546,77122
73556,426756,84097
170204,528009,94803
9913,388948,73481
9914,388948,76680
9915,388948,77632
9916,388948,72534
16824,384230,72913
9918,384284,73412
55799,424599,82307
9920,384284,70598
170205,528009,93064
170206,528009,92760
37095,399688,70861
9925,388801,75737
16827,384230,73155
28692,401194,72985
73559,426756,81037
9929,388840,73579
17042,384876,73546
9931,388840,64348
138098,494859,89224
9933,388277,78695
9934,388277,76298
9935,388277,77122
28695,401194,72023
9937,384311,70430
9938,384311,72914
9939,384311,74427
9940,384311,75075
9941,387061,75091
9942,387061,73074
9943,387061,76255
9944,387061,74065
9945,383846,73329
9946,383846,69968
56982,418979,82805
9948,383846,73563
9949,384581,69911
9950,384581,69433
9951,384358,69911
9952,384358,69433
9953,384828,73329
9954,384828,74057
171159,515586,93247
37824,392635,74924
56985,418979,81479
101357,463591,79892
28843,393603,73580
9961,389515,75937
9962,389515,77528
28844,393603,74817
9965,385768,73465
9966,385768,76648
9967,385768,73140
28845,393603,72307
57278,421056,81410
74898,413458,81611
57554,426511,78155
9974,388151,78695
9975,388151,76298
9976,388151,77122
28846,393603,72162
102857,423089,73757
9979,387102,76458
9980,387102,77398
102858,423089,79972
9983,384459,77882
9984,386649,78695
9985,386649,76298
9986,386649,77122
28990,396667,76782
76484,416816,81968
9989,387089,76458
9990,387089,77398
17404,386805,73753
76906,440065,81151
9993,384927,77610
29151,400049,71355
102860,423089,81953
9996,384927,74863
9998,387857,76458
9999,387857,77398
29152,400049,76767
10002,387189,77580
10004,387189,77605
10005,387136,77610
17772,391060,77577
10008,387136,74863
10011,387119,77610
18045,363692,65497
18046,363692,64768
10014,387119,74863
29154,400049,72601
18048,363692,65536
18387,392568,75569
18388,392568,72810
18389,392568,75311
18498,390078,76356
18664,389828,72011
29282,398283,75622
52280,417970,81462
52867,421343,74958
35932,398174,72074
25558,399158,77852
35933,398174,74132
25560,399158,70412
10021,386181,71667
10022,387843,77610
25561,399158,74620
16625,394205,73237
10025,387843,74863
25883,383305,70787
72043,429650,74881
72044,429650,73376
52870,421343,74939
10030,385776,74382
10031,385776,78113
10032,385776,73066
10033,385776,76236
26152,389216,69753
16627,394205,68970
53416,412716,68827
16829,393996,74331
10038,386251,76779
10039,386251,72904
10040,386251,71666
26153,389216,78449
10042,383609,73329
10043,383609,69968
10044,383609,74057
10045,383609,73563
10046,388388,73373
36311,374518,63860
72045,429650,76787
10049,388388,72335
26155,389216,72789
132371,485523,88042
53417,412716,74000
53418,412716,77675
98534,450512,86873
36312,374518,65317
132372,485523,88377
10057,390305,71667
10058,386746,72162
10059,386746,74474
10060,386746,72307
10061,386746,74817
16831,393996,70419
10063,388326,77467
10064,388326,72857
10065,388326,74428
27297,390924,77254
132373,485523,85335
53419,412716,78182
36313,374518,65579
10070,385269,73078
10071,385269,76292
53893,411147,75000
10073,385269,73633
10074,386817,72162
10075,386817,72307
10076,386817,74817
72809,427776,75042
72810,427776,73412
10079,382765,75655
10080,382765,74803
99577,463273,82151
17234,391944,78913
36314,374518,64715
17235,391944,76354
36695,402756,76981
10086,389459,77138
27300,390924,75872
17237,391944,76950
54419,394182,77611
36697,402756,76582
169031,520673,87171
37096,397976,66863
17408,386855,73753
72812,427776,75811
37097,397976,66855
54891,415785,82701
134501,491092,82109
73560,409926,73351
10100,387316,74422
27851,380894,64012
17603,387494,73568
17773,392289,69410
170207,386107,74435
17774,392289,68905
17775,392289,64928
73561,409926,77814
10108,388044,77049
10109,383872,77076
134503,491092,82115
17776,392289,69090
10112,382604,76637
73562,409926,70065
10115,382604,72082
73563,409926,75125
28110,380120,70017
10118,389467,71666
28111,380120,64537
10120,384851,72092
10121,384851,71228
17923,392987,78065
17924,392987,73611
10124,384848,77736
56220,415938,75747
10126,384848,71450
37461,404828,74105
17925,392987,75023
10129,389201,77580
18049,388823,73417
10131,389201,77605
28324,400701,77874
134504,491092,81709
10134,390151,74474
18052,388823,73267
10136,390151,74817
10137,386362,74382
10139,386362,73066
10140,386362,76236
10141,388433,76797
37463,404828,71296
10143,388433,72857
37464,404828,74352
10145,386873,74817
18179,383443,67534
10147,389447,74868
10148,389447,76430
10149,389447,77596
136398,425375,81328
10151,389592,70416
10152,389592,78109
10153,389592,74927
10154,384544,72913
172109,530928,97203
18390,395086,75261
28326,400701,70806
37825,405275,66207
18392,395086,74766
18393,395086,75742
18499,387278,76356
102154,465577,83328
10163,386454,77547
18500,387278,76070
10165,386454,71793
10166,390324,79244
10167,390324,79366
37827,405275,75702
75451,409133,71486
28696,384749,72209
28847,399733,77608
10172,387864,72423
10173,387864,78216
10174,390364,79244
37828,405275,78123
28849,399733,77583
28850,399733,77975
18501,387278,77920
10179,387103,74868
10180,387103,76430
10181,387103,77596
137299,483331,82560
138100,492143,89224
10184,384371,78215
10186,384371,75063
102157,465577,86045
38170,407088,78648
18591,383297,75984
29158,401594,72916
18667,389828,71795
18807,386933,70059
10200,388518,75559
18837,390882,69747
10202,388518,76102
10203,388518,76986
38172,407088,78448
38489,399224,74993
29284,398283,78073
38490,399224,71826
10204,385537,76102
25562,398857,72328
10206,389474,70419
72047,431282,75852
10208,389474,74331
10209,387354,74331
52281,420432,79933
52282,420432,79599
10212,388271,72957
52283,420432,81977
10214,388271,76124
10215,388271,74384
132375,491403,84134
10217,389309,74069
10218,389309,74420
25563,398857,72302
10220,387335,74331
10221,390265,72913
133457,479131,90795
169033,526191,95023
25885,394721,69356
10226,388244,74404
10227,388244,73599
25886,394721,70489
52871,418183,79385
10230,387053,74410
72049,431282,77805
36702,402736,71755
10233,387053,78112
169035,526191,94377
16628,390298,78695
26156,391695,69753
26157,391695,78449
10238,385781,71576
16630,390298,76298
10240,385781,72264
10241,385781,72105
99583,461678,85949
10243,388320,77825
52876,418183,82169
10245,388320,76817
37100,405653,68767
16631,390298,77122
169036,526191,93927
37101,405653,67984
16833,390345,76675
72813,366557,65265
26159,391695,72789
10253,387799,67452
37102,405653,70219
10255,387022,74410
134506,490783,74677
26431,399851,79174
10258,387022,78112
16835,390345,75608
10260,386715,75371
10261,386715,72691
37103,405653,68748
26432,399851,71764
26433,399851,72345
10265,390463,70412
10266,390463,74620
26751,388966,69565
37465,406112,68815
170208,521537,89660
10270,385432,77041
17238,393681,71558
10272,385432,78143
37466,406112,68848
10274,390471,77184
10275,385098,75009
10276,385098,73211
170209,521537,86912
37467,406112,68416
10279,383402,72274
10280,383402,74247
37468,406112,67439
10282,383402,71225
27301,400843,66762
10284,385610,73526
10285,389465,77715
27302,400843,66832
37829,389584,76810
54422,421574,77449
102158,447840,84974
10291,370330,67452
54423,421574,77846
17412,386861,73753
27303,400843,67839
10295,384020,73526
38174,395258,73009
27304,400843,64974
38491,399224,70768
38492,399224,72827
10300,364127,67027
10301,364127,66397
10302,364127,66236
10304,389375,75082
10305,389375,74902
10306,389375,74060
10307,383315,66499
38763,404035,77130
38764,404035,72759
10310,383315,66059
74276,439976,75329
10312,389535,76880
10313,389535,74323
10314,389535,74799
54424,421574,77373
39252,388781,72424
10317,388687,74018
39253,388781,74164
17604,380332,72322
10320,381777,64827
10321,387829,66412
10322,387829,76866
102160,447840,86151
10324,387829,76993
10325,389480,74325
10326,389480,74811
10328,389480,76251
10329,390279,76298
10330,390279,77122
28328,385789,71327
10333,383026,74325
10334,383026,74811
102862,448330,86729
10336,383026,76251
103457,466484,71907
10338,388839,77825
54893,415770,82703
10340,388839,76817
103458,466484,81189
39255,388781,73712
104007,467221,74387
10344,389238,74327
28329,385789,72280
10346,389238,75021
10347,389238,70586
17605,380332,66556
74904,438140,79487
17606,380332,72764
10351,390604,77098
39641,405193,75539
39789,401133,75676
74905,438140,81319
10355,389632,64232
39927,406165,78025
10357,384612,77815
17607,380332,72626
10359,384612,74219
104008,467221,71637
39928,406165,72590
75452,409133,70937
39930,406165,76090
40022,400611,76086
10366,379820,68039
10367,379820,66557
10368,386555,68909
10369,386555,64540
40117,410997,76332
75453,409133,68569
10372,390687,68050
28697,374210,67599
10374,390687,66558
40118,410997,75302
10376,390492,77625
75454,409133,67921
28851,401200,71590
104473,390874,76428
10380,386576,70254
76485,417297,81881
76486,417297,81559
104474,390874,67546
105017,459732,87532
17926,393918,72803
17928,393918,76632
17929,393918,72414
18053,389340,76092
18180,383529,74383
28854,401200,71062
28993,396674,76782
29160,398110,77756
29162,398110,73558
10390,380008,68433
10391,380008,70257
10392,390328,76425
169037,522660,94378
25566,392665,77791
25888,397287,73222
10396,387103,77993
25889,397287,77907
25890,397287,74769
10399,390534,77625
25891,397287,67261
26160,382262,64867
10402,380772,64535
26755,399505,66737
10405,389447,77993
10406,390469,78196
10407,390469,78002
26756,399505,69059
26757,399505,68858
16192,393332,77120
10411,390496,77625
52285,413034,77337
52286,413034,71596
16194,393332,74976
36318,400967,66165
10416,389192,73689
26758,399505,68543
16436,391989,75553
10419,390302,76463
10420,390302,77985
52287,413034,70191
10422,388043,78002
98539,462355,81901
10424,380016,68433
10425,380016,70257
134507,490783,81850
73566,433690,76990
27040,399862,77167
36703,407149,76572
36704,407149,77820
10431,387089,77981
10432,365838,68300
16439,391989,66266
16632,390037,75997
52873,418714,79387
10436,384412,70806
10437,370427,72354
10438,370427,68433
10439,370427,70257
98540,462355,81108
16634,390037,76889
135493,469299,88099
16635,390037,76801
36705,407149,76257
27578,396282,74036
10447,389210,78006
27579,396282,71424
36706,407149,72582
37104,369668,70027
27581,396282,74257
17244,393793,78059
136400,429178,83421
17415,386893,71769
10455,390417,78006
73568,433690,78122
37106,369668,66761
17416,386893,73753
27855,392546,72828
10460,390661,74953
37107,369668,68122
10462,390661,71787
10463,390661,76317
10464,386211,76747
27856,392546,75046
10466,390582,78303
10467,390582,78715
37469,403454,68416
10469,390582,77090
37830,364399,66380
136401,429178,81328
27857,392546,78244
53422,415791,81034
136403,429178,84970
38175,392839,75997
17610,377954,66108
17781,376320,70030
53423,415791,82539
28113,401133,74383
38176,392839,78110
38177,392839,76801
10483,388573,75057
53424,415791,80165
28116,401133,76677
10486,388573,76151
100524,450666,85539
38178,392839,76889
10489,379855,68230
10490,379855,66516
10491,380028,69971
10492,380028,64527
28332,372494,67064
28333,372494,66659
18055,393929,76284
10496,383472,71135
10497,383472,77068
137300,470627,82783
38493,390223,77319
10500,379869,68230
10501,379869,66516
18056,393929,73264
18057,393929,75438
138102,482664,82138
18182,383529,76677
10506,383781,73614
38766,408527,72658
18278,393981,75990
53896,414951,76489
10510,387102,77981
18394,386233,72351
10512,390490,77580
10513,390490,77605
53897,414951,73935
101363,444048,79892
38768,408527,71869
38769,408527,72728
10518,379915,68230
10519,379915,66516
10520,388952,79015
10521,388952,74996
10522,388952,77639
28335,372494,65525
10524,390209,76526
18395,386233,70771
102162,461296,79272
10527,390758,71452
39256,386681,72424
39257,386681,74164
10530,390758,76746
75455,440402,78018
75456,440402,71549
75457,440402,77169
75458,440402,75351
10535,375070,72354
10536,375070,68433
10537,375070,70257
10538,379987,68300
10539,384619,79015
10540,384619,74996
10541,384619,77639
102863,464138,85115
138103,482664,82375
138104,482664,80228
138791,461117,74995
138792,461117,73127
10547,387149,75924
10548,387149,77579
138793,461117,73486
138794,461117,71812
10551,387515,73614
18397,386233,73407
10553,387515,73363
139403,496249,87494
10561,386203,77387
28700,391418,73366
28701,391418,76593
10565,387166,77127
10566,387166,77589
18503,388383,76794
10568,389155,75099
10569,389155,76881
10570,389155,76291
10571,389155,74922
10574,387432,77641
18592,383728,73436
10579,390819,77127
28997,399547,77017
18669,388922,68824
18670,388922,72599
18671,388922,65079
28998,399547,73527
29163,386561,72053
29165,386561,71075
29166,386561,72292
25567,397156,65450
16195,385675,73945
132377,481866,83511
25568,397156,65203
10584,390293,76673
10585,390293,70782
132378,481866,82481
10587,390293,71823
10588,389322,75099
10589,389322,76881
10590,389322,76291
10591,389322,74922
10592,387512,67819
16196,385675,75047
16197,385675,73756
10595,387512,66864
10596,390238,76673
10597,390238,70782
132379,481866,82150
10599,390238,71823
72052,434468,74246
10601,388352,72839
52289,422780,71965
25569,397156,64954
52290,422780,72588
10605,387848,77387
35937,377568,68558
10607,390212,76673
10608,390212,70782
16198,385675,75880
10610,390212,71823
10611,379077,74087
10612,379077,74214
52291,422780,71068
10614,389297,76673
10615,389297,70782
132380,481866,82665
10617,389297,71823
10618,389264,76673
10619,389264,70782
72815,428674,81400
10621,389264,71823
10622,389283,75854
36320,394826,79429
26436,396158,72215
10625,390873,67536
10626,390873,70995
52878,422809,82094
16440,384182,77023
72816,428674,73859
16636,390279,78695
36707,408682,77043
26438,396158,76551
10633,389392,75875
52879,422809,68471
26760,394148,69746
16838,394313,77049
36708,408682,76276
10638,386368,69536
98542,450537,86873
10641,386368,69485
36709,408682,71183
10643,389354,70470
53425,413239,78502
53426,413239,73052
27041,396880,71894
37470,387105,78468
72817,428674,82699
72818,428674,68485
10650,389194,75057
27043,396880,76668
17053,394192,67540
10653,389194,76151
73569,434693,73448
10655,383251,66447
27306,383786,73637
27307,383786,73436
17054,394192,78001
73571,434693,71538
