74020	20091	20022
28728	11719	11728
74021	20022	20091
28730	11728	11719
115482	29562	29580
28914	10782	11466
2340	4969	4542
2343	4526	4955
2344	4955	4526
2345	4540	4967
2346	4967	4540
2347	4535	4954
2348	4954	4535
2351	4484	4971
2352	4971	4484
2353	4527	4951
55	550	1898
56	1898	550
57	541	1903
58	1903	541
59	537	1913
60	1913	537
61	533	1917
62	1917	533
63	547	1485
64	1485	547
65	540	1930
66	1930	540
67	543	1946
68	1946	543
69	532	3154
70	3154	532
71	3232	1486
72	1486	3232
73	546	1896
74	1896	546
75	539	1897
76	1897	539
77	544	1902
78	1902	544
79	538	1904
80	1904	538
83	2751	617
84	617	2751
87	1549	618
88	618	1549
89	1595	621
90	621	1595
91	1588	622
92	622	1588
93	1603	624
94	624	1603
95	1596	620
96	620	1596
97	3424	623
98	623	3424
99	222	628
100	628	222
101	3037	625
102	625	3037
103	223	3238
104	3238	223
105	1532	3159
106	3159	1532
107	218	3169
108	3169	218
109	492	3162
110	3162	492
111	1550	3164
112	3164	1550
113	1594	3173
114	3173	1594
115	3025	3175
116	3175	3025
119	101	889
120	889	101
121	102	890
122	890	102
123	107	893
124	893	107
125	100	3103
126	3103	100
127	103	888
128	888	103
133	1672	2437
134	2437	1672
135	1669	2455
136	2455	1669
141	1439	780
142	780	1439
143	2316	787
144	787	2316
145	2324	800
146	800	2324
147	2328	807
148	807	2328
149	1425	781
150	781	1425
153	2333	812
154	812	2333
155	1428	783
156	783	1428
157	2325	804
158	804	2325
159	1429	808
160	808	1429
161	1427	817
162	817	1427
163	2323	813
164	813	2323
165	1435	815
166	815	1435
167	2318	821
168	821	2318
169	2326	826
170	826	2326
171	2322	833
172	833	2322
173	1430	1136
174	1136	1430
175	1432	1138
176	1138	1432
177	2319	1142
178	1142	2319
179	1443	831
180	831	1443
181	1426	834
182	834	1426
183	1433	1146
184	1146	1433
185	2330	1147
186	1147	2330
187	1438	1149
188	1149	1438
189	1441	835
190	835	1441
191	2327	1134
192	1134	2327
193	2317	1143
194	1143	2317
195	2320	1145
196	1145	2320
197	2331	1148
198	1148	2331
199	3431	1150
200	1150	3431
201	1431	1151
202	1151	1431
221	1598	2093
222	2093	1598
223	2747	2095
224	2095	2747
225	3111	2096
226	2096	3111
227	2634	2097
228	2097	2634
229	2730	2893
230	2893	2730
231	2715	2899
232	2899	2715
233	2731	2894
234	2894	2731
235	2744	2898
236	2898	2744
237	2707	2903
238	2903	2707
239	2728	2910
240	2910	2728
115483	29580	29562
115874	23326	22219
243	3420	2901
244	2901	3420
245	2708	2904
246	2904	2708
247	2711	2933
248	2933	2711
249	1191	1161
250	1161	1191
251	1209	1163
252	1163	1209
253	1174	1164
254	1164	1174
255	1229	1165
256	1165	1229
257	1222	1168
258	1168	1222
259	1225	1158
260	1158	1225
261	1153	1159
262	1159	1153
263	1194	1160
264	1160	1194
265	1219	1162
266	1162	1219
267	1201	1169
268	1169	1201
269	1215	1166
270	1166	1215
271	1223	1167
272	1167	1223
273	1156	1171
274	1171	1156
275	1183	1177
276	1177	1183
277	1181	1178
278	1178	1181
279	1220	1170
280	1170	1220
281	1157	1179
282	1179	1157
283	1213	1172
284	1172	1213
285	1224	1180
286	1180	1224
287	1190	1184
288	1184	1190
289	1154	1173
290	1173	1154
291	1216	1175
292	1175	1216
293	1217	1185
294	1185	1217
295	1155	1182
296	1182	1155
297	1227	1186
298	1186	1227
299	1196	1188
300	1188	1196
301	1218	1187
302	1187	1218
303	1193	3421
304	3421	1193
305	1206	3423
306	3423	1206
307	1228	3422
308	3422	1228
309	536	1906
310	1906	536
311	530	1908
312	1908	530
313	535	1914
314	1914	535
315	3228	1915
316	1915	3228
317	534	1918
318	1918	534
319	529	1919
320	1919	529
321	613	1923
322	1923	613
323	527	1931
324	1931	527
325	471	629
326	629	471
327	3108	633
328	633	3108
329	1445	1152
330	1152	1445
331	714	3240
332	3240	714
333	2522	3237
334	3237	2522
335	221	3239
336	3239	221
339	3023	243
340	243	3023
341	215	247
342	247	215
343	3097	239
344	239	3097
345	2954	248
346	248	2954
347	3024	241
348	241	3024
349	3098	245
350	245	3098
351	975	249
352	249	975
353	220	246
354	246	220
355	3099	250
356	250	3099
357	1674	3593
358	3593	1674
359	1676	3594
360	3594	1676
361	1678	3595
362	3595	1678
363	1663	3596
364	3596	1663
365	1648	3597
366	3597	1648
367	1677	3598
368	3598	1677
369	1654	2466
370	2466	1654
371	1667	3441
372	3441	1667
373	405	3195
374	3195	405
375	168	3199
376	3199	168
379	167	3180
380	3180	167
381	164	3184
382	3184	164
385	170	3433
386	3433	170
389	166	3526
390	3526	166
391	169	3527
392	3527	169
393	57	1041
394	1041	57
395	56	1044
396	1044	56
397	3427	1038
398	1038	3427
399	62	1039
400	1039	62
401	3425	1048
402	1048	3425
403	59	1040
404	1040	59
405	54	1043
406	1043	54
407	53	1045
408	1045	53
409	58	1446
410	1446	58
411	60	1448
412	1448	60
413	61	1046
414	1046	61
419	2521	2099
2354	4951	4527
2355	4549	4958
2356	4958	4549
2357	4486	4957
2358	4957	4486
2359	6102	6410
420	2099	2521
421	2743	2936
422	2936	2743
425	2741	2939
426	2939	2741
427	2698	2940
428	2940	2698
429	2732	2942
430	2942	2732
4927	3561	3516
4928	3516	3561
433	2729	2946
434	2946	2729
435	2739	2947
436	2947	2739
437	2706	2905
438	2905	2706
439	3474	2948
440	2948	3474
441	474	3165
442	3165	474
443	3026	3172
444	3172	3026
445	1675	3600
446	3600	1675
447	1137	2092
448	2092	1137
449	735	2094
450	2094	735
451	2740	2951
452	2951	2740
115484	19672	18457
93104	15279	21295
459	3022	3473
460	3473	3022
93105	21295	15279
28916	11466	10782
93106	13508	21523
41090	12032	11584
475	549	1944
476	1944	549
477	399	631
478	631	399
4931	3569	3509
4932	3509	3569
93107	21523	13508
115485	19672	19547
4935	3560	3533
4936	3533	3560
501	3027	3161
502	3161	3027
503	915	3168
504	3168	915
41091	11584	12032
115486	18457	19672
511	3795	1451
512	1451	3795
513	66	1452
514	1452	66
515	64	1454
516	1454	64
517	71	1047
518	1047	71
519	73	1049
520	1049	73
521	65	1051
522	1051	65
523	68	1447
524	1447	68
525	67	1449
526	1449	67
527	69	1450
528	1450	69
529	70	1453
530	1453	70
531	3100	1455
532	1455	3100
533	63	1457
534	1457	63
535	2329	836
536	836	2329
537	228	403
538	403	228
539	233	401
540	401	233
541	3779	404
542	404	3779
543	3017	406
544	406	3017
545	232	407
546	407	232
107692	23001	16809
107693	23001	23034
551	225	409
552	409	225
553	3778	1683
554	1683	3778
555	231	1681
556	1681	231
557	3031	3158
558	3158	3031
559	712	3160
560	3160	712
4943	3589	3515
4944	3515	3589
29632	11151	13346
29633	13346	11151
569	104	886
570	886	104
571	105	103
572	103	105
573	105	888
574	888	105
2360	6410	6102
4947	3588	3524
4948	3524	3588
2365	6112	6115
2366	6115	6112
76744	14999	15770
76745	15770	14999
4951	3504	3495
4952	3495	3504
85264	19634	17904
85265	17904	19634
4957	3540	5807
597	3109	615
598	615	3109
599	3008	3107
600	3107	3008
603	3035	2751
604	2751	3035
29980	11442	11224
29981	11224	11442
605	3035	617
606	617	3035
607	491	3031
608	3031	491
609	491	3158
610	3158	491
4958	5807	3540
4959	3583	5608
28735	11720	11890
28736	11890	11720
28917	11981	11724
28918	11724	11981
90520	19783	18575
90521	18575	19783
4960	5608	3583
4961	3583	5808
641	1645	1672
642	1672	1645
643	1645	2437
644	2437	1645
645	1660	1669
646	1669	1660
647	1660	2455
648	2455	1660
85266	14369	11713
85267	14369	15135
85268	11713	14369
85269	15135	14369
107694	16809	23001
107695	23034	23001
2005	782	2332
2006	782	1437
2007	2332	782
2008	1437	782
57580	17496	17417
665	238	214
666	214	238
667	1679	247
668	247	1679
669	1679	215
670	215	1679
671	1440	1439
672	1439	1440
673	1440	780
674	780	1440
675	1442	1425
676	1425	1442
677	1442	781
678	781	1442
679	2332	1437
680	1437	2332
683	2321	1428
684	1428	2321
685	2321	783
686	783	2321
687	1424	2316
688	2316	1424
689	1424	787
690	787	1424
691	1434	2324
692	2324	1434
693	1434	800
694	800	1434
735	1690	409
736	409	1690
737	1690	225
738	225	1690
739	3479	403
740	403	3479
741	3479	228
742	228	3479
743	3155	1681
744	1681	3155
745	3155	231
746	231	3155
747	1697	407
748	407	1697
749	1697	232
750	232	1697
751	1686	401
752	401	1686
753	1686	233
754	233	1686
755	1685	402
756	402	1685
2103	3178	1592
2104	1592	3178
759	1689	1680
760	1680	1689
2371	5211	4591
2372	4591	5211
763	1687	406
764	406	1687
765	1687	3017
766	3017	1687
767	1682	1683
768	1683	1682
769	1682	3778
770	3778	1682
771	2098	2094
772	2094	2098
773	2098	735
774	735	2098
775	3535	3184
776	3184	3535
777	3535	164
778	164	3535
2375	5229	4588
2376	4588	5229
783	3534	3180
784	3180	3534
785	3534	167
786	167	3534
787	3541	3199
788	3199	3541
789	3541	168
2377	5222	4601
2378	4601	5222
2379	5213	4598
2380	4598	5213
2381	5232	4586
2382	4586	5232
2383	5214	4597
2384	4597	5214
2385	5227	4592
2386	4592	5227
2387	5228	4594
2388	4594	5228
2389	5219	4589
790	168	3541
4962	5808	3583
4963	3512	5614
4964	5614	3512
4965	3512	5811
4966	5811	3512
4969	3494	5815
4970	5815	3494
4971	3498	3553
4972	3553	3498
4973	3498	5816
4974	5816	3498
805	3530	180
806	180	3530
4977	3486	5817
4978	5817	3486
35025	11797	11589
35026	11589	11797
813	3528	408
814	408	3528
2105	3166	3170
2106	3166	470
2107	3170	3166
2108	470	3166
2390	4589	5219
2391	5215	4602
2392	4602	5215
4981	3538	5821
2395	5224	4603
2396	4603	5224
2397	4900	4590
2398	4590	4900
2399	5235	4595
2400	4595	5235
2401	4899	4599
2402	4599	4899
2403	5230	4600
833	3539	3199
834	3199	3539
835	3539	168
836	168	3539
837	3539	3541
838	3541	3539
2404	4600	5230
4982	5821	3538
90522	13507	12118
74028	13391	13400
90523	12118	13507
130980	36053	36086
115487	19547	19672
74029	13400	13391
115875	22219	23326
116256	28848	24780
130981	36086	36053
93114	13332	20959
851	1042	1045
852	1045	1042
853	1042	53
854	53	1042
855	1458	1043
856	1043	1458
857	1458	54
858	54	1458
859	1050	1044
860	1044	1050
861	1050	56
862	56	1050
863	1192	1225
864	1225	1192
865	1192	1158
866	1158	1192
867	1195	1153
868	1153	1195
869	1195	1159
870	1159	1195
871	3605	2940
872	2940	3605
873	3605	2698
874	2698	3605
93115	20959	13332
93116	13335	21199
47817	17386	17618
47818	17618	17386
93117	21199	13335
93118	13334	22254
93119	22254	13334
85270	19649	19341
101768	23132	27014
62646	16664	17152
85271	19341	19649
101769	27014	23132
116258	24780	28848
75444	19247	19692
75445	19692	19247
62648	17152	16664
51286	17067	15140
51287	15140	17067
116596	26431	21646
51768	14356	14542
919	3038	1549
920	1549	3038
921	3038	618
922	618	3038
122076	30185	30074
122077	30074	30185
122540	18843	22128
122541	18843	14206
947	176	178
948	178	176
951	3852	3427
952	3427	3852
953	3852	1038
954	1038	3852
959	2462	3597
960	3597	2462
961	2462	1648
962	1648	2462
26869	12396	12783
26870	12783	12396
85272	14883	15448
85273	15448	14883
28740	12388	12415
107698	20358	21163
93124	24656	15861
28742	12415	12388
93125	15861	24656
47819	17401	17608
993	488	3167
994	3167	488
995	3996	3749
996	3749	3996
997	3995	3752
998	3752	3995
999	4013	3754
1000	3754	4013
47820	17608	17401
62480	17820	17323
1003	3997	3742
1004	3742	3997
35148	12562	11770
5015	6747	5738
1007	3975	3743
1008	3743	3975
5016	5738	6747
5017	6747	5822
5018	5822	6747
93126	24639	13297
1017	3994	3748
1018	3748	3994
1019	1060	419
1020	419	1060
1021	1056	418
1022	418	1056
1023	1057	420
1024	420	1057
1025	1061	422
1026	422	1061
1027	1054	423
1028	423	1054
1029	1053	424
1030	424	1053
1031	1059	425
1032	425	1059
